Title,Description,Webpage,TaDiRAH goals & methods,Code license,Developer,Platform,Status,Tags,TAPoR,DiRT URL,Updated date
Sophie,"Sophie is an electronic tool for authoring, collaborating, reading, and publishing rich media documents in networked environments. Built in Java it runs on a variety of platforms.
It does not support either the epub or mobi formats instead using its own internal format.
Development of the project seems to have stalled
",http://sophie2.org/trac/,Writing,"Open source, Educational Community License (ECM)","Institute for the Future of the Book, University of Southern California",Other,,"ebooks, Java, HTML5, DH Answers",,http://dirtdirectory.org/resources/sophie,5/1/15
Anthologize,"Anthologize is a WordPress plugin that allows users to outline, order, and edit content into a single volume that can be exported as PDF, TEI or epub.
",http://anthologize.org/,,,Roy Rosenzweig Center for History and New Media (CHNM),Run in Browser,,"PDF, epub, TEI, conversion, ebooks, DH Answers",,http://dirtdirectory.org/resources/anthologize,5/22/15
epub-tools,"epub-tools is a collection of Python tools for generating and managing epub documents from Word, RTF, DocBook, TEI and FictionBook.
",https://code.google.com/archive/p/epub-tools,Editing,BSD,Threepress Consulting,Other,Active,"epub, Python, Docbook, FictionBook, TEI, rtf, doc, docx, DH Answers, ebooks",,http://dirtdirectory.org/resources/epub-tools,1/26/16
Word2cleanHTML,"Word2cleanHTML allows users to copy and paste a Word document into a text box, and convert it to clean HTML. Additional options include removing empty paragraphs, replacing non-ascii with HTML entities, replacing smart quotes, indenting with tabs, and replacing non-breaking spaces with ordinary spaces.
",https://word2cleanhtml.com/,,,Olly Cope,Run in Browser,,"doc, docx, HTML, conversion",,http://dirtdirectory.org/resources/word2cleanhtml,12/1/15
Text Fixer,"Text Fixer allows users to copy and paste a Word document into a box and convert it to clean HTML.
",http://www.textfixer.com/html/convert-word-to-html.php,,,,Run in Browser,,"doc, docx, conversion, HTML, DH Answers",,http://dirtdirectory.org/resources/text-fixer,12/29/14
OxGarage,"OxGarage is a web, and RESTful, service to manage the transformation of documents between a variety of formats. The majority of transformations use the Text Encoding Initiative format as a pivot format.
OxGarage is based on the Enrich Garage Engine developed by Poznan Supercomputing and Networking Center and Oxford University Computing Services for the ENRICH project.
See the conversion matrix for details.
",http://www.oucs.ox.ac.uk/oxgarage/,Conversion,Open source,"Sebastian Rahtz, University of Oxford",Run in Browser,Active,"TEI, Docbook, doc, docx, odt, sxw, plaintext, rtf, HTML, ppt, pptx, odp, sxi, presentation, spreadsheet, csv, xsl, xlsx, ods, sxc, tsv, DH Answers",,http://dirtdirectory.org/resources/oxgarage,5/27/15
Beautiful Soup,"Beautiful Soup is a library, written in the Python programming language, for pulling specific pieces of data out of HTML and XML files. It is especially suitable when working with data files that aren't well-formed, or are otherwise difficult to parse.

Saves programmers hours or days of work on quick-turnaround screen scraping projects.
",https://www.crummy.com/software/BeautifulSoup/,,"Open source, Python Software Foundation",Leonard Richardson,Other,,"Python, HTML, XML, search, Unicode, UTF-8, conversion, DH Answers",,http://dirtdirectory.org/resources/beautiful-soup,4/19/16
ICE (Integrated Content Environment),"Integrated Content Environment (ICE) was an open source project of the Learning Resources Development (LRD) unit at the University of Southern Queensland. The content management system allowed users to convert content authored in Microsoft Word or OpenOffice.org Writer into self-contained course websites using the IMS format.
The ICE authoring environment enabled:
Basic generic formatting of a document using styles for headings and other structural elements
Pedagogical elements such as learning outcomes, lists of readings and activities
Piece-by-piece course construction with immediate feedback about the web and print views
Modular collaborative and distributed authoring
Revision control
Content reuse
Basic print and web/CD publishing under author control
Common/generic content
",http://www.usq.edu.au/lrds/tech/ice,"Creation, Writing, Web development, Dissemination, Publishing","Open source, GNU GPL",University of Southern Queensland,Run in Browser,No longer supported,"course, courseware, CMS, word processing, IMS, DH Answers",,http://dirtdirectory.org/resources/ice-integrated-content-environment,12/29/14
Global Translator,"Global Translator automatically translates WordPress sites into a variety of user-chosen languages, using one of four translation engines (Google Translation Engine, Babel Fish, Promt, FreeTranslations).
",https://wordpress.org/plugins/global-translator/,Translation,Open source,,Run in Browser,No longer supported,"translation, DH Answers",,http://dirtdirectory.org/resources/global-translator,5/1/15
Image Map Tool,"Image Map Tool allows you to upload an image (or specify the URL of an image found online) and turn it into a clickable image map.
",http://www.image-maps.com/,"Designing, Web development, Enrichment, Annotating, Communicating",,,Run in Browser,Active,"DH Answers, image map, HTML",,http://dirtdirectory.org/resources/image-map-tool,12/29/14
Github,"GitHub is a web-based repository service which offers the distributed revision control and source code management (SCM) functionality of GIT with a graphical user interface, desktop, and mobile integration. It also provides collaboration tools such as access control, wikis, task management, code review, bug tracking, and feature requests. It offers free accounts, often used to host opensource software projects, and private (paid) repositories. 
Projects on GitHub can be accessed and manipulated using the git command-line interface and all of the standard git commands work with it. GitHub also allows registered and non-registered users to browse public repositories on the site. Multiple desktop clients have also been created by GitHub and other third parties which integrate with the platform.
GitHub is mainly used for code but can also be used for non-code files, it supports the following formats and features: 
3D render files 
Photoshop's native PSD format can be previewed and compared to previous versions of the same file.
Nested task-lists
Documentation and wikis
Small websites can be hosted from public repositories on GitHub. The URL format is http://projectname.github.io.
Issue tracking (including feature requests)
Visualization of geospatial data
Gantt charts 
GitHub is a heavily used in the opensource development community but does not require hosted projects to meet the definition of Open Source.
",https://github.com/,"Other (storage), Archiving, Publishing, Sharing, Collaboration",Closed source,GitHub Inc.,Other,Active,"git, cloud storage, hosting, version control, DH Answers",,http://dirtdirectory.org/resources/github,12/29/14
Visual Understanding Environment (VUE),"The Visual Understanding Environment (VUE) is concept mapping software that can integrate with multiple repositories to pull in, organize, and analyze data. Multiple features for advanced management of digital resources for teaching, learning, and research.
",http://vue.tufts.edu/,"Analysis, Visualization, Content Analysis, Interpretation, Contextualizing, Modeling, Storage, Organizing","Open source, Educational Community License (ECM)",Tufts University,Other,Active,"DH Answers, mind mapping, concept mapping, Java, zooming, ontology, semantic map",,http://dirtdirectory.org/resources/visual-understanding-environment-vue,12/29/14
Skim,"Skim is a PDF reader and note-taking software, with different colors of highlighting, annotation, sticky notes, numerous export formats and searching and filtering notes.
",http://skim-app.sourceforge.net/,"Enrichment, Annotating",BSD,"Adam Maxwell, Christiaan Hofman, Michael McCracken",Other,Active,"notetaking, PDF",,http://dirtdirectory.org/resources/skim,12/29/14
Commentpress,"Commentpress is a theme and plugin for WordPress that enables granular public commenting on texts.
",http://futureofthebook.org/commentpress/,"Enrichment, Annotating, Dissemination, Sharing, Collaboration","Open source, GNU GPL","Eddie A. Tejeda, Institute for the Future of the Book",Run in Browser,Active,"web publishing, commenting, peer review",,http://dirtdirectory.org/resources/commentpress,4/6/15
